case_id,n_level2_masks,level2_masks
66283AAFBC0653,1,mask_Level-II.nii.gz
663995FA8429E5,1,mask_Level-II.nii.gz
663C11924CC536,1,mask_CTVn_L2.nii.gz
66482954567B9A,1,mask_Level-II.nii.gz
6654E6699F67AA,1,mask_CTVn_L2.nii.gz
665A14E1E73A48,1,mask_CTVn_L2.nii.gz
66ECC031E116CD,1,mask_Level_2.nii.gz
66F0B115C0B25A,1,mask_Level-II.nii.gz
66F2DBC0EC6C36,1,mask_Level-II.nii.gz
674465B7B8EB6B,1,mask_Level-II.nii.gz
6765D7E3ACBB6A,1,mask_CTVn_L2.nii.gz
6783A525C64D35,1,mask_Level-II.nii.gz
679353BB2568AF,1,mask_Level-II.nii.gz
67D79027C048BA,1,mask_CTV-Level-II.nii.gz
67E763AEBE02BA,1,mask_Level-II.nii.gz
6878A38B3520BA,1,mask_Level-II.nii.gz
688CC73134642A,1,mask_Level_2.nii.gz
68A9388FC30EBA,1,mask_CTVn_L2.nii.gz
6908A3CE097192,1,mask_CTVn_L2.nii.gz
692732010D5535,1,mask_CTVn_L2.nii.gz
696309ABCBFF4E,1,mask_CTVn_L2.nii.gz
69924F9680889B,1,mask_CTVn_L2.nii.gz
69AB538FE234CB,1,mask_Level-II.nii.gz
6A36A6C401D057,1,mask_CTVn_L2.nii.gz
6A625715E7A1DC,1,mask_Level-II.nii.gz
6AAD7F1B3EB9F9,1,mask_CTVn_L2.nii.gz
6B07823B4DFCA1,1,mask_CTVn_L2.nii.gz
6B50284CD9F957,1,mask_Level-II.nii.gz
6BB7F4B10AE6BC,1,mask_Level-II.nii.gz
6BBD041D988457,1,mask_Level-II.nii.gz
6BDC4F5C849156,1,mask_Level-II.nii.gz
6BF529546D1F2A,1,mask_CTVn_L2.nii.gz
6C3E3238E59DEB,1,mask_CTVn_L2.nii.gz
6CC4D5D07DC4E8,1,mask_Level-II.nii.gz
6D34FC1BA5E52A,1,mask_CTV-Level-II.nii.gz
6E0FB65B4D1BDF,1,mask_CTV-Level-II.nii.gz
6E410A365F553D,1,mask_Level_2.nii.gz
6E53887942F309,1,mask_Level_2.nii.gz
6ED5166682F7E7,1,mask_CTVn_L2.nii.gz
6F07A31751F908,1,mask_CTVn_L2.nii.gz
6FA116A5A510B8,1,mask_Level-II.nii.gz
6FE58860F40AC3,1,mask_Level-II.nii.gz
704C8C6C145D3B,1,mask_Level-II.nii.gz
707B1227F96681,1,mask_Level-II.nii.gz
708FAD8DA52ABE,1,mask_Level-II.nii.gz
7092C07A163BE0,1,mask_CTVn_L2.nii.gz
709DA4EE366D63,1,mask_Level-II.nii.gz
719E181866AA07,1,mask_Level_2.nii.gz
71C10B4CA275C1,1,mask_CTV-N-L2.nii.gz
71C14D0AA55AEB,1,mask_CTVn_L2.nii.gz
71FDC6B2BE7F42,1,mask_CTVn_L2.nii.gz
7253ED8064279E,1,mask_CTVn_L2.nii.gz
72E116155D2644,1,mask_Level-II.nii.gz
736B6E06CC13E9,1,mask_Level-II.nii.gz
7379DDD3F809E2,1,mask_Level-II.nii.gz
73B1F56A36EBEB,1,mask_Level_2.nii.gz
73E723141AA039,1,mask_CTVn_L2.nii.gz
7434FD2E1078FE,1,mask_CTVn_L2.nii.gz
7446C833608FD1,1,mask_Level_2.nii.gz
74952FA07859EC,1,mask_CTVn_L2.nii.gz
74B4F8118A6E98,1,mask_Level-II.nii.gz
74FCD8FB28EA84,1,mask_CTVn_L2.nii.gz
756F8124EDF97F,1,mask_Level-II.nii.gz
7583345952133F,1,mask_CTV-N-L2.nii.gz
759DADB5EF7051,1,mask_Level-II.nii.gz
75C68847D6D3EA,1,mask_CTV-Level-II.nii.gz
76113AD3EAA9E7,1,mask_Level_2.nii.gz
76373F268B9DBF,1,mask_CTVn_L2.nii.gz
764DB52B9CC771,1,mask_CTVn_L2.nii.gz
765E7E2A0FF7D8,1,mask_CTVn_L2.nii.gz
7665D19CB67005,1,mask_Level-II.nii.gz
76AC17DF765E7B,1,mask_Level-II.nii.gz
76B7FA9896617D,1,mask_Level-II.nii.gz
76F1A5F88B28DB,1,mask_CTVn_L2.nii.gz
78B1B3433A8269,1,mask_Level-II.nii.gz
78F36D73E7206C,1,mask_CTVn_L2.nii.gz
78FE308397799E,1,mask_CTV-Level-II.nii.gz
79387AC8045523,1,mask_Level-II.nii.gz
794045C53E2402,1,mask_CTVn_L2.nii.gz
79453253E8664C,1,mask_CTVn_L2.nii.gz
795EC16C6EE0DE,1,mask_CTVn_L2.nii.gz
796E94CBFD492C,1,mask_Level-II.nii.gz
7A213F781521BF,1,mask_Level-II.nii.gz
7A3D3BE8A52331,1,mask_CTVn_L2.nii.gz
7A77BBFB400631,1,mask_CTVn_L2.nii.gz
7A7DE86E3CA71E,1,mask_CTVn_L2.nii.gz
7AA7712505908F,1,mask_Level-II.nii.gz
7AB44F37AEA1B6,1,mask_CTV-Level-II.nii.gz
7ACE2298C40B48,1,mask_Level-II-III-ap.nii.gz
7B11C543A7D63C,1,mask_Level-II.nii.gz
7B12A2734D26DC,1,mask_Level-II.nii.gz
7B1CC2CFD8060C,1,mask_Level-II.nii.gz
7B2DCC142C9DF4,1,mask_CTVn_L2.nii.gz
7B3136FA6AABFC,1,mask_CTVn_L2.nii.gz
7B713DA874681E,1,mask_CTVn_L2.nii.gz
7B83DCBE39C2CE,1,mask_Level-II.nii.gz
7BC2CCF3886B1A,1,mask_Level-II.nii.gz
7C5CFABFECEC24,1,mask_Level-II.nii.gz
7D279BF8E93A86,1,mask_CTVn_L2.nii.gz
7D59E7DAB671D4,1,mask_Level-II.nii.gz
7E10DACE1A00A5,1,mask_Level-II.nii.gz
7E390B96E14927,1,mask_Level_2.nii.gz
7E6DD83A8F3F7D,1,mask_Level_2.nii.gz
7E79249442913D,1,mask_Level_2.nii.gz
7EE4A52A32722A,1,mask_CTV-N-L2.nii.gz
7EE571ACC2173E,1,mask_CTVn_L2.nii.gz
7EF69F877E30B5,1,mask_Level-II.nii.gz
7F0F7EB866E3A2,1,mask_Level-II.nii.gz
7F57E0CF173F95,1,mask_CTVn_L2.nii.gz
7FCBB0A39534F5,1,mask_Level-II.nii.gz
80248D150FD5B0,1,mask_Level-II.nii.gz
802B1AD5178428,1,mask_CTV-N-L2.nii.gz
80312F74C4CFA6,1,mask_Level-II.nii.gz
80ABAEC0C46842,1,mask_Level-II.nii.gz
80D3652BC42377,1,mask_CTVn_L2.nii.gz
81048DF12A5C3C,1,mask_Level-II.nii.gz
813A7077219A00,1,mask_level-2-ap.nii.gz
81F5E316526FC6,1,mask_Level_2.nii.gz
820C9D03A04488,1,mask_Level-II.nii.gz
827E0C4869F0CC,1,mask_Level-II.nii.gz
82900802D3D3B2,1,mask_CTVn_L2.nii.gz
836425FA5206AE,1,mask_Level-II.nii.gz
8372838A85330E,1,mask_CTV-Level-II.nii.gz
83B29382AF28BE,1,mask_Level-II.nii.gz
83EE9027D132BE,1,mask_Level-II.nii.gz
8418EB0AEFA08C,1,mask_CTV-N-L2.nii.gz
842F01A707DF00,1,mask_Level-II.nii.gz
843BA112E2DD09,1,mask_Level-II.nii.gz
8453BB5E6E0352,1,mask_Level-II.nii.gz
8495EFD807DD30,1,mask_CTVn_L2.nii.gz
84B152FD8353C9,1,mask_CTVn_L2.nii.gz
84F446DA1AFB5A,1,mask_Level-II.nii.gz
85220440F8ABC5,1,mask_Level-II.nii.gz
855B5B92D5ACA6,1,mask_CTV-Level-II.nii.gz
857A40FD5E6074,1,mask_Level-II.nii.gz
858DC6C2E90F8E,1,mask_Level-II.nii.gz
85C2DD0C20BA0E,1,mask_CTVn_L2.nii.gz
863244845A2C52,1,mask_CTVn_L2.nii.gz
870FC59FE85DA6,1,mask_Level-II.nii.gz
87A74EE26BD8EF,1,mask_Level-II.nii.gz
87ECBEE79D9877,1,mask_CTV-N-L2.nii.gz
87F66140A27408,1,mask_CTVn_L2.nii.gz
884FC0A26AAC41,1,mask_Level-II.nii.gz
88F90F55E5CFBC,1,mask_CTVn_L2.nii.gz
893B83F11A5DBA,1,mask_CTVn_L2.nii.gz
898F0AAF3C4FAA,1,mask_CTV-N-L2.nii.gz
89A15F6EEDAE24,1,mask_Level-II.nii.gz
89AEA72FFE8849,1,mask_CTVn_L2.nii.gz
89C502439FFDAF,1,mask_CTV-N-L2.nii.gz
8A8B5DD5FCB729,1,mask_CTVn_L2.nii.gz
8AE15973042889,1,mask_CTVn_L2.nii.gz
8AE3944818D67D,1,mask_Level_2.nii.gz
8AFA36890F2DB8,1,mask_CTV-N-L2.nii.gz
8BB1EE3E25D986,1,mask_CTVn_L2.nii.gz
8BB8E0FE9B832F,1,mask_Level_2.nii.gz
8BBE98905D3402,1,mask_Level-II.nii.gz
8BCFBD46493BE0,1,mask_Level_2.nii.gz
8BD4482EDA4290,1,mask_Level-II.nii.gz
8C773EB9908ADF,1,mask_CTVn_L2.nii.gz
8C83D79BD7BC44,1,mask_Level-II.nii.gz
8D174F027E436C,1,mask_Level-II.nii.gz
8D28DA8B165A51,1,mask_Level-II.nii.gz
8DB489FFF71049,1,mask_Level-II.nii.gz
8E1531908A060D,1,mask_Level-II.nii.gz
8EAA491A454C8C,1,mask_CTVn_L2.nii.gz
8F4A4B35F6A2F6,1,mask_CTVn_L2.nii.gz
8FBA46D651BEB0,1,mask_CTV-Level-II.nii.gz
903D664842B83F,1,mask_CTVn_L2.nii.gz
9070ED17DC9FB7,1,mask_CTV-Level-II.nii.gz
908186591532E5,1,mask_CTVn_L2.nii.gz
90C8C3BC18CD1E,1,mask_Level-II.nii.gz
914BAD87878490,1,mask_CTVn_L2.nii.gz
91E1F602D147FE,1,mask_Level-II.nii.gz
924A1CB1114B44,1,mask_CTVn_L2.nii.gz
925E19648C9EB5,1,mask_Level-II.nii.gz
92714C97200174,1,mask_Level-II.nii.gz
92F3248C205102,1,mask_CTVn_L2.nii.gz
92F8A72DDBC065,1,mask_Level_2.nii.gz
93285A0C647D92,1,mask_Level-II.nii.gz
936F024C66938C,1,mask_Level-II.nii.gz
93BEF1DA1B7E54,1,mask_CTVn_L2.nii.gz
93F0A70D882A59,1,mask_CTVn_L2.nii.gz
942FB3B6C34FD1,1,mask_Level-II.nii.gz
9452EF879425CE,1,mask_CTVn_L2.nii.gz
94C1F4329A5BCC,1,mask_CTVn_L2.nii.gz
9500A9C51FE868,1,mask_Level_2.nii.gz
9510125E956449,1,mask_Level-II.nii.gz
952B42C855F640,1,mask_CTVn_L2.nii.gz
9594785B703164,1,mask_CTVn_L2.nii.gz
95CB803CA01CBA,1,mask_CTV-Level-II.nii.gz
95EF35F5F3CEAB,1,mask_Level-II.nii.gz
961342BC56E8C1,1,mask_CTVn_L2.nii.gz
965A99377CCAC7,1,mask_Level-II.nii.gz
9717CA387379C5,1,mask_Level_2.nii.gz
972196C9D4F38F,1,mask_Level-II.nii.gz
973C3DD8EA0240,1,mask_Level_2.nii.gz
975A01E347AB42,1,mask_Level_2.nii.gz
97E22121BDA854,1,mask_Level_2.nii.gz
97E77774319539,1,mask_Level-II.nii.gz
98516E81745E04,1,mask_CTV-N-L2.nii.gz
98769DFF385033,1,mask_Level_2.nii.gz
989FB5F9B0EE81,1,mask_Level-II.nii.gz
98BB33CAF2B000,1,mask_Level-II.nii.gz
98C159CDF18624,1,mask_CTVn_L2.nii.gz
98FED45CA8F738,1,mask_Level-II.nii.gz
991849C2A9D1E6,1,mask_Level_2.nii.gz
999DAD707B0848,1,mask_Level-II.nii.gz
99B98C7CC734C6,1,mask_Level-II.nii.gz
99FB1ABFDC553A,1,mask_Level-II.nii.gz
9A31641FAE0500,1,mask_Level_2.nii.gz
9A3F2B40D0ACF6,1,mask_CTVn_L2.nii.gz
9A50E2C02D3322,1,mask_Level-II.nii.gz
9AA7BD54FE9090,1,mask_CTVn_L2.nii.gz
9B0538C7441381,1,mask_Level-II.nii.gz
9B0C0E2C39941B,1,mask_Level-II.nii.gz
9B24102293339F,1,mask_CTVn_L2.nii.gz
9B61F667579FB3,1,mask_Level-II.nii.gz
9B7E675ED35557,1,mask_Level-II.nii.gz
9C3D0131F28192,1,mask_Level-II.nii.gz
9CB8D24F358460,1,mask_CTVn_L2.nii.gz
9CBD26522E756B,1,mask_Level-II.nii.gz
9D58D5151E8028,1,mask_Level-II.nii.gz
9D65A28D3777EA,1,mask_CTV-Level-II.nii.gz
9D670828D330E5,1,mask_CTV-N-L2.nii.gz
9D82BDD1C9504E,1,mask_CTVn_L2.nii.gz
9EBBDE63779320,1,mask_CTVn_L2.nii.gz
9F2260E2299B02,1,mask_CTVn_L2.nii.gz
A00272A1872B86,1,mask_Level-II.nii.gz
A0287916F4C0E1,1,mask_Level-II.nii.gz
A04A89A8ABA5E0,1,mask_CTVn_L2.nii.gz
A06611F85426CE,1,mask_CTVn_L2.nii.gz
A0E29BB92FF11A,1,mask_Level-II.nii.gz
A1A845FFEB2EE2,1,mask_CTVn_L2.nii.gz
A213F38331A47D,1,mask_Level_2.nii.gz
A23310DD1C3026,1,mask_Level-II.nii.gz
A23F6E0C85678F,1,mask_CTVn_L2.nii.gz
A26DAACB12C975,1,mask_CTVn_L2.nii.gz
A294064D08399D,1,mask_Level-II.nii.gz
A2C4213B415C45,1,mask_CTVn_L2.nii.gz
A2F23A25600A3F,1,mask_Level-II.nii.gz
A34797A3B20E08,1,mask_Level-II.nii.gz
A382F4D633AD3C,1,mask_CTVn_L2.nii.gz
A3E66409F2CF0B,1,mask_Level-II.nii.gz
A3EA1F112016A3,1,mask_CTVn_L2.nii.gz
A40744FE13FD1D,1,mask_CTVn_L2.nii.gz
A40A0B1C097BFE,1,mask_CTVn_L2.nii.gz
A4F59DE4275B87,1,mask_CTVn_L2.nii.gz
A50F674A0A160A,1,mask_CTVn_L2.nii.gz
A56331964BD6E2,1,mask_CTV-N-L2.nii.gz
A5A6270E041845,1,mask_CTVn_L2.nii.gz
A5B2AE2E6881A5,1,mask_CTV-Level-II.nii.gz
A5CEFCE62CC8A6,1,mask_CTV-N-L2.nii.gz
A655E997FF5F05,1,mask_CTV-N-L2.nii.gz
A6B6A008FF16BB,1,mask_CTV-N-L2.nii.gz
A6D3EFBBE965CA,1,mask_CTV-Level-II.nii.gz
A6D9D111C299E6,1,mask_Level-II.nii.gz
A74E8961C8C190,1,mask_Level-II.nii.gz
A76B98167E6BE0,1,mask_Level-II.nii.gz
A773CAADC33AF5,1,mask_CTVn_L2.nii.gz
A7AF167C553C06,1,mask_Level-II.nii.gz
A7DD4B8EB4A68F,1,mask_CTVn_L2.nii.gz
A8517762239D8D,1,mask_Level-II.nii.gz
A88EE820719CF6,1,mask_Level-II.nii.gz
A8A2FE4B306DF6,1,mask_Level_2.nii.gz
A8EC928EF044E9,1,mask_Level_2.nii.gz
A9028B788FD7C0,1,mask_Level-II.nii.gz
A9089929A6B4D0,1,mask_Level-II.nii.gz
A91C67D5BA67D2,1,mask_CTVn_L2.nii.gz
A965BCFDA55FE5,1,mask_Level-II.nii.gz
A981FFE7E9D354,1,mask_CTV-Level-II.nii.gz
A9D77067F1B57E,1,mask_Level-II.nii.gz
A9E1AD8510D3ED,1,mask_CTVn_L2.nii.gz
AA43DF80B1BA7B,1,mask_CTVn_L2.nii.gz
AA89E97B42B3A5,1,mask_CTV-Level-II.nii.gz
AA990D524F8FA1,1,mask_CTVn_L2.nii.gz
AA9B6716CC63F7,1,mask_Level-II.nii.gz
AADE9C8617C9E6,1,mask_CTVn_L2.nii.gz
AB3DB8A28B35C8,1,mask_Level-II.nii.gz
AB65D295D94560,1,mask_Level-II.nii.gz
AB6E61B32FABA1,1,mask_CTVn_L2.nii.gz
AC35FAA0CCC2DA,1,mask_CTVn_L2.nii.gz
AD60EA600C76D3,1,mask_CTVn_L2.nii.gz
AD80F195390A66,1,mask_Level-II.nii.gz
ADA61EC049FB92,1,mask_Level_2.nii.gz
ADD91CD5CC3556,1,mask_CTVn_L2.nii.gz
ADDEE358528751,1,mask_CTVn_L2.nii.gz
AE5D96A5D37234,1,mask_Level-II.nii.gz
AE769628BDF73E,1,mask_CTVn_L2.nii.gz
AE8B62736A685E,1,mask_CTVn_L2.nii.gz
AECB7BC2C02D70,1,mask_Level-II.nii.gz
AEE5EA0604809A,1,mask_Level-II.nii.gz
AFBC48A8B18A2F,1,mask_Level-II.nii.gz
AFE8C888111FC1,1,mask_CTV-N-L2.nii.gz
B0A50CC72E7C80,1,mask_CTV-Level-II.nii.gz
B0BDBC6EE8A7AC,1,mask_CTV-Level-II.nii.gz
B1086244CEF3C6,1,mask_Level-II.nii.gz
B13ABE17472CCA,1,mask_Level-II.nii.gz
B143FEF15DF064,1,mask_CTVn_L2.nii.gz
B152F38E01D46A,1,mask_Level-II.nii.gz
B197FD7517A308,1,mask_CTVn_L2.nii.gz
B1B2A29278D34A,1,mask_CTV-N-L2.nii.gz
B1EB9291CE3C3D,1,mask_CTVn_L2.nii.gz
B204CF20A32095,1,mask_CTVn_L2.nii.gz
B242910592BC23,1,mask_CTV-N-L2.nii.gz
B28C5A98F51AEC,1,mask_Level-II.nii.gz
B29BA58F6B813A,1,mask_CTVn_L2.nii.gz
B2B27B3291ADE9,1,mask_CTVn_L2.nii.gz
B30BBA37B7F1F6,1,mask_CTV-Level-II.nii.gz
B327C10BF27D02,1,mask_Level-II.nii.gz
B329665667221B,1,mask_Level-II.nii.gz
B3418EBEB0FDA6,1,mask_Level-II.nii.gz
B38A531E3BD3CE,1,mask_CTVn_L2.nii.gz
B3B3A36065406A,1,mask_Level-II.nii.gz
B3E25C4529DE7F,1,mask_Level-II.nii.gz
B3F23F1EE7984E,1,mask_Level-II.nii.gz
B4B35F5A8358F2,1,mask_CTVn_L2.nii.gz
B4EB5C35A3F686,1,mask_Level-II.nii.gz
B5479D9ABD18B6,1,mask_Level-II.nii.gz
B5B6D856FC56E8,1,mask_Level-II.nii.gz
B60C12D04C4AD6,1,mask_Level-II.nii.gz
B6ED2E62BAF926,1,mask_CTVn_L2.nii.gz
B6F1EA86A12921,1,mask_CTV-Level-II.nii.gz
B73D5AEB95CCB5,1,mask_Level-II.nii.gz
B76ED06A962875,1,mask_CTVn_L2.nii.gz
B77A9FDDC52843,1,mask_CTVn_L2.nii.gz
B782571D84598E,1,mask_CTV-Level-II.nii.gz
B789642FF20366,1,mask_CTVn_L2.nii.gz
B894C669EEF82A,1,mask_CTVn_L2.nii.gz
B8AED97FF5C52B,1,mask_Level-II.nii.gz
B8C09B89388302,1,mask_CTVn_L2.nii.gz
B97F2483B5BBA5,1,mask_Level-II.nii.gz
B98EED855042B6,1,mask_Level-II.nii.gz
B9EAA7B6AA3812,1,mask_CTVn_L2.nii.gz
BA02051A1D6C2F,1,mask_Level-II.nii.gz
BA4252C9A5E26D,1,mask_Level-II.nii.gz
BA73AEB1E3143C,1,mask_Level-II.nii.gz
BA94DB3FA3C1DA,1,mask_CTVn_L2.nii.gz
BAD21315728717,1,mask_CTVn_L2.nii.gz
BADBA4C8ADBDF4,1,mask_Level-II.nii.gz
BADD5B5171BAB8,1,mask_level-II.nii.gz
BAFE706CD34DBD,1,mask_CTVn_L2.nii.gz
BB40BD7F41398E,1,mask_CTVn_L2.nii.gz
BB9A76B790D840,1,mask_CTV-N-L2.nii.gz
BBA93378C3D3C9,1,mask_Level-II.nii.gz
BBC7C0EA46CFEF,1,mask_Level-II.nii.gz
BC4D0A38B45BA4,1,mask_CTV-Level-II.nii.gz
BC546FD2E9235D,1,mask_CTVn_L2.nii.gz
BC5E4D9F2C5246,1,mask_Level-II.nii.gz
BC8BA0AD3A62DE,1,mask_Level-II.nii.gz
BCBBADBA74C66B,1,mask_CTVn_L2.nii.gz
BCBDFBDB180969,1,mask_Level-II.nii.gz
BCDA7C9D27A38E,1,mask_Level-II.nii.gz
BCEE204CB9ABCC,1,mask_CTV-Level-II.nii.gz
BD0F13B2952731,1,mask_CTVn_L2.nii.gz
BD6B9FEA39888C,1,mask_CTV-Level-II.nii.gz
BD746E32A184EF,1,mask_Level-II.nii.gz
BD9F83780542BC,1,mask_Level_2.nii.gz
BDC44BEB45651A,1,mask_Level_2.nii.gz
BDCE110E49CA71,1,mask_Level-II.nii.gz
BDF3568519C3D2,1,mask_Level-II.nii.gz
BE547F3F3963F6,1,mask_Level-II.nii.gz
BEA34EB98A31AA,1,mask_CTVn_L2.nii.gz
BEA4E4EBB90E4F,1,mask_Level-II.nii.gz
BF133BE56EBDF7,1,mask_CTVn_L2.nii.gz
BF2C885EF808FA,1,mask_Level-II.nii.gz
BF6ED37BC34182,1,mask_CTVn_L2.nii.gz
BFCC86C6E62A4F,1,mask_CTV-N-L2.nii.gz
BFD8C44AD53682,1,mask_Level_2.nii.gz
BFF394E248974F,1,mask_CTV-Level-II.nii.gz
BFF727E6D64979,1,mask_Level-II.nii.gz
C10C110E0D691C,1,mask_CTVn_L2.nii.gz
C10CA978BC4109,1,mask_CTV-Level-II.nii.gz
C18A183A093DAB,1,mask_CTVn_L2.nii.gz
C19BF124CA7EEA,1,mask_Level-II.nii.gz
C22B2E39DBC5BD,1,mask_CTV-N_L2.nii.gz
C27B91B381BD52,1,mask_Level-II.nii.gz
C2A9EBA6048039,1,mask_Level-II.nii.gz
C2BF904227E841,1,mask_Level-II.nii.gz
C2CDFE49F4824A,1,mask_Level-II.nii.gz
C2D10ACF1132A2,1,mask_CTVn_L2.nii.gz
C2D75ECD561726,1,mask_CTVn_L2.nii.gz
C2FE131C2AABBB,1,mask_Level_2.nii.gz
C37299B9FC2F6A,1,mask_Level-II.nii.gz
C385547E1C8C08,1,mask_CTVn_L2.nii.gz
C3B161D37DC891,1,mask_CTVn_L2.nii.gz
C412F3DC09B6C7,1,mask_Level-II.nii.gz
C42B4485F0A2BE,1,mask_CTV-N-L2.nii.gz
C430107E3FE4E1,1,mask_CTVn_L2.nii.gz
C4D36A27127DF3,1,mask_Level-II.nii.gz
C519FADD915389,1,mask_CTVn_L2.nii.gz
C56713B8C435ED,1,mask_CTV-Level-II.nii.gz
C57178D27C389E,1,mask_Level-II.nii.gz
C5AE7F54E9EE3A,1,mask_CTVn_L2.nii.gz
C5E97F0F028F60,1,mask_CTVn_L2.nii.gz
C5EB1C1CB3D41B,1,mask_CTVn_L2.nii.gz
C69C7A522CC227,1,mask_Level-II.nii.gz
C6B8FB88D508D2,1,mask_CTVn_L2.nii.gz
C6C4CE7CED3DFF,1,mask_Level-II.nii.gz
C6EDE59F116BF2,1,mask_CTVn_L2.nii.gz
C703E8DC66A7C9,1,mask_CTVn_L2.nii.gz
C7973273EF9EC2,1,mask_Level-II.nii.gz
C7BA10BF675021,1,mask_Level-II.nii.gz
C7C8F58DA109BB,1,mask_Level-II.nii.gz
C84E7B1380BA42,1,mask_Level-II.nii.gz
C918D8858EE358,1,mask_Level-II.nii.gz
C91E8E1E48A47A,1,mask_Level-II.nii.gz
C9ADC9A0C34B67,1,mask_CTVn_L2.nii.gz
C9C3D5FCE5E34E,1,mask_CTVn_L2.nii.gz
CA3725D54D3814,1,mask_Level_2.nii.gz
CA42C9165ABB64,1,mask_Level-II.nii.gz
CA7318AEE4FA98,1,mask_CTVn_L2.nii.gz
CAFABEB3285BB4,1,mask_Level-II.nii.gz
CB5234FC80DA90,1,mask_Level-II.nii.gz
CBFC6125A5A919,1,mask_Level_2.nii.gz
CC3557164DF69C,1,mask_Level-II.nii.gz
CC6E53A7C07492,1,mask_CTVn_L2.nii.gz
CD248C0B169251,1,mask_CTVn_L2.nii.gz
CD6FD82D9BCADF,1,mask_Level-II.nii.gz
CD91279CB2A312,1,mask_CTVn_L2.nii.gz
CDBFDC0188EE27,1,mask_Level-II.nii.gz
CE1D4F3FBFB67C,1,mask_Level_2.nii.gz
CE6B503A4BD449,1,mask_Level_2.nii.gz
CE80D320698FD2,1,mask_Level-II.nii.gz
CF225EE9703007,1,mask_Level-II.nii.gz
CF22FB31B5826B,1,mask_Level-II.nii.gz
CF35FF8BB1B348,1,mask_CTVn_L2.nii.gz
CF657532D03B32,1,mask_CTVn_L2.nii.gz
CF84A2285F6320,1,mask_Level-II.nii.gz
CF85085CECC20C,1,mask_CTVn_L2.nii.gz
CF9FD51D5A8E35,1,mask_Level-II.nii.gz
D071FBDC6E8F96,1,mask_CTV-axil-II-III.nii.gz
D0FCAC0BB63512,1,mask_Level-II.nii.gz
D142927D5528EF,1,mask_Level-II.nii.gz
D16C80AC4D5F9F,1,mask_Level-II.nii.gz
D196E29A880320,1,mask_Level-II.nii.gz
D1DF171A0099DC,1,mask_CTVn_L2.nii.gz
D292D66448C917,1,mask_CTVn_L2.nii.gz
D2E8034949AFB9,1,mask_CTVn_L2.nii.gz
D2EA7CB4505BF8,1,mask_Level_2.nii.gz
D31E95577F19C6,1,mask_CTVn_L2.nii.gz
D3381E0BD820FC,1,mask_CTVn_L2.nii.gz
D3A97912A3EF1F,1,mask_Level-II.nii.gz
D3FF64AE3C5AF3,1,mask_CTVn_L2.nii.gz
D4D65FC3EEA0F7,1,mask_Level-II.nii.gz
D4EA8DFF919157,1,mask_Level-II.nii.gz
D4EC6777BC4621,1,mask_Level-II.nii.gz
D5080D01EDDCF1,1,mask_Level-II.nii.gz
D50C93F0F0806B,1,mask_CTVn_L2.nii.gz
D5B643F8215980,1,mask_Level_2.nii.gz
D625E1D49822EA,1,mask_Level-II.nii.gz
D6DCAA3E7479E2,1,mask_Level-II.nii.gz
D6E22788ED4E2F,1,mask_CTVn_L2.nii.gz
D77E4AE11A9930,1,mask_CTVn_L2.nii.gz
D794995EF732ED,1,mask_Level-II.nii.gz
D795955E9359C6,1,mask_CTVn_L2.nii.gz
D79EDA1EE82042,1,mask_Level-II.nii.gz
D7D340BDC904A8,1,mask_Level-II.nii.gz
D7FA919DBCE9DD,1,mask_Level-II.nii.gz
D7FFD87D22725C,1,mask_CTVn_L2.nii.gz
D80E64788B20DD,1,mask_Level-II.nii.gz
D8AA73B345C47F,1,mask_CTVn_L2.nii.gz
D8C9997001EA10,1,mask_CTVn_L2.nii.gz
D8EE3E04570F02,1,mask_CTVn_L2-sin.nii.gz
D902C9266A845B,1,mask_CTVn_L2.nii.gz
D978FBB1973F8C,1,mask_CTVn_L2.nii.gz
D9A98EF921CEBD,1,mask_CTV-Level-II.nii.gz
DA13F56D306320,1,mask_Level-II.nii.gz
DA16E738BFF71F,1,mask_CTVn_L2.nii.gz
DA581ABF15515A,1,mask_Level-II.nii.gz
DA5E26B5F5D40B,1,mask_Level-II.nii.gz
DAA333B0584386,1,mask_Level-II-III-ap.nii.gz
DABAA79169B420,1,mask_Level-II.nii.gz
DAE1A2EB7918EB,1,mask_Level-II.nii.gz
DB64389F7C56A1,1,mask_CTV-Level-II.nii.gz
DB75892A73B63F,1,mask_CTVn_L2.nii.gz
DB77ACD7998D76,1,mask_CTVn_L2.nii.gz
DB96BB11C16200,1,mask_CTV-Level-II.nii.gz
DBC68BD8B8E12A,1,mask_Level_2.nii.gz
DBF51798CA807A,1,mask_CTV-Level-II.nii.gz
DC4BC3738F7636,1,mask_Level-II.nii.gz
DC58B627BBB71B,1,mask_CTVn_L2.nii.gz
DCED1110CC3870,1,mask_CTVn_L2.nii.gz
DCFCD1394EDA01,1,mask_Level_2.nii.gz
DD0BE6AF73C778,1,mask_CTVn_L2.nii.gz
DE551D697FCD06,1,mask_CTV-Level-II.nii.gz
DE5C37B970576D,1,mask_CTVn_L2.nii.gz
DEE7D1050E3B9F,1,mask_Level-II.nii.gz
DEF3821D8E01D8,1,mask_Level-II.nii.gz
DF00F313A81B5E,1,mask_Level-II.nii.gz
DF2296D8E73F8F,1,mask_Level-II.nii.gz
DF2DB76303E6C5,1,mask_CTV-Level-II.nii.gz
DF377FEDD09ADB,1,mask_Level_2.nii.gz
